,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
772,242022886,801,,ASSAULT - SIMPLE,A1,116,0,2024-03-21 02:04:00+00,2024,3,Thursday ,2,,"JOHN F. FITZGERALD SURFACE RD & ESSEX ST
BOSTON, M",42.35235352166145,-71.05815342651684,"(42.35235352166145, -71.05815342651684)"
805,232054678,801,,ASSAULT - SIMPLE,D14,,0,2023-07-11 18:49:00+00,2023,7,Tuesday  ,18,,"COMMONWEALTH AVE & BRIGHTON AVE
BRIGHTON, MA 02134",42.35211263173162,-71.1252265852462,"(42.35211263173162, -71.1252265852462)"
809,232054611,727,,AUTO THEFT - LEASED/RENTED VEHICLE,E5,691,0,2023-06-16 00:00:00+00,2023,6,Friday   ,0,,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
811,232054716,423,,ASSAULT - AGGRAVATED,B3,465,0,2023-07-11 21:41:00+00,2023,7,Tuesday  ,21,,BLUE HILL AVE,42.28482533772862,-71.09137437366408,"(42.28482533772862, -71.09137437366408)"
819,232037555,423,,ASSAULT - AGGRAVATED,B3,,0,2023-05-14 14:09:00+00,2023,5,Sunday   ,14,,HARVARD ST,42.2940049861001,-71.08915638529251,"(42.2940049861001, -71.08915638529251)"
847,242050359,801,,ASSAULT - SIMPLE,D4,129,0,2024-06-19 19:09:00+00,2024,6,Wednesday,19,,BERKELEY ST,42.35060180267718,-71.07273376131187,"(42.35060180267718, -71.07273376131187)"
857,242050363,801,,ASSAULT - SIMPLE,A1,61,0,2024-06-19 18:50:00+00,2024,6,Wednesday,18,,CAUSEWAY ST,42.365374320180834,-71.06154205203151,"(42.365374320180834, -71.06154205203151)"
860,242050444,801,,ASSAULT - SIMPLE,B3,482,0,2024-06-20 02:10:00+00,2024,6,Thursday ,2,,RIVER ST,42.266812116547946,-71.09567034840114,"(42.266812116547946, -71.09567034840114)"
866,242050267,423,,ASSAULT - AGGRAVATED,C11,332,0,2024-06-19 13:18:00+00,2024,6,Wednesday,13,,GLENDALE ST,42.31326875890531,-71.06585834951922,"(42.31326875890531, -71.06585834951922)"
871,242021729,801,,ASSAULT - SIMPLE,D4,165,0,2024-03-17 14:09:00+00,2024,3,Sunday   ,14,,HARRISON AVE,42.34329747551769,-71.0645814575635,"(42.34329747551769, -71.0645814575635)"
874,242021764,301,,ROBBERY,C6,226,0,2024-03-17 13:20:00+00,2024,3,Sunday   ,13,,E FOURTH ST,42.33474872829265,-71.03631780431328,"(42.33474872829265, -71.03631780431328)"
875,242021654,801,,ASSAULT - SIMPLE,A1,78,0,2024-03-16 23:20:00+00,2024,3,Saturday ,23,,MARSHALL ST,42.36141495082934,-71.05698522082425,"(42.36141495082934, -71.05698522082425)"
879,242021756,801,,ASSAULT - SIMPLE,C6,220,0,2024-03-17 14:44:00+00,2024,3,Sunday   ,14,,"E BROADWAY & W BROADWAY
SOUTH BOSTON, MA 02127
UNI",42.33545247072432,-71.04551952373065,"(42.33545247072432, -71.04551952373065)"
886,232056737,801,,ASSAULT - SIMPLE,E18,,0,2023-07-18 15:36:00+00,2023,7,Tuesday  ,15,,"PARKER ST & WOOD AVE
HYDE PARK, MA 02136
UNITED ST",42.26732362369237,-71.11163477438328,"(42.26732362369237, -71.11163477438328)"
896,232102123,724,,AUTO THEFT,A1,77,0,2023-12-13 08:00:00+00,2023,12,Wednesday,8,,SUDBURY ST,,,
902,242022207,423,,ASSAULT - AGGRAVATED,A1,61,0,2024-03-18 22:00:00+00,2024,3,Monday   ,22,,"CAUSEWAY ST & PORTLAND ST
BOSTON, MA 02114
UNITED ",42.36481651657037,-71.06232045737354,"(42.36481651657037, -71.06232045737354)"
918,232006595,801,,ASSAULT - SIMPLE,E13,,0,2023-01-25 17:37:00+00,2023,1,Wednesday,17,,SAINT ROSE ST,42.30486075125369,-71.11634068015486,"(42.30486075125369, -71.11634068015486)"
919,232087769,801,,ASSAULT - SIMPLE,E13,657,0,2023-10-30 07:18:00+00,2023,10,Monday   ,7,,CENTRE ST,42.30260632000651,-71.12561009256572,"(42.30260632000651, -71.12561009256572)"
922,232006634,423,,ASSAULT - AGGRAVATED,E13,572,0,2023-01-25 20:44:00+00,2023,1,Wednesday,20,,WALNUT AVE,42.31286017300115,-71.09572843064106,"(42.31286017300115, -71.09572843064106)"
937,232056652,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,465,0,2023-07-17 16:00:00+00,2023,7,Monday   ,16,,BLUE HILL AVE,42.28482533772862,-71.09137437366408,"(42.28482533772862, -71.09137437366408)"
960,242060070,301,,ROBBERY,C6,186,0,2024-07-20 17:25:00+00,2024,7,Saturday ,17,,DISTRICT AVE,,,
961,242022103,801,,ASSAULT - SIMPLE,A1,75,0,2024-03-18 16:10:00+00,2024,3,Monday   ,16,,FRIEND ST,42.36439207812334,-71.060932290841,"(42.36439207812334, -71.060932290841)"
985,232056918,301,,ROBBERY,E13,,0,2023-07-19 04:12:00+00,2023,7,Wednesday,4,,AMORY ST,42.31915635918326,-71.1006764553483,"(42.31915635918326, -71.1006764553483)"
1023,232006478,801,,ASSAULT - SIMPLE,B2,282,0,2023-01-25 00:00:00+00,2023,1,Wednesday,0,,WASHINGTON ST,42.32866239451696,-71.08563458516488,"(42.32866239451696, -71.08563458516488)"
1052,232000555,801,,ASSAULT - SIMPLE,A1,102,0,2023-01-03 00:00:00+00,2023,1,Tuesday  ,0,,WINTER ST,42.35602325871234,-71.06177661002705,"(42.35602325871234, -71.06177661002705)"
1059,242021971,801,,ASSAULT - SIMPLE,D4,138,0,2024-03-18 09:45:00+00,2024,3,Monday   ,9,,"NEWBURY ST & GLOUCESTER ST
BOSTON, MA 02115
UNITED",42.34915458514942,-71.08413750301801,"(42.34915458514942, -71.08413750301801)"
1064,232074395,301,,ROBBERY,D4,138,0,2023-09-14 15:18:00+00,2023,9,Thursday ,15,,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
1078,232001182,423,,ASSAULT - AGGRAVATED,D14,,0,2023-01-05 15:19:00+00,2023,1,Thursday ,15,,GOODENOUGH ST,42.35620437936978,-71.15421920417852,"(42.35620437936978, -71.15421920417852)"
1088,232001148,801,,ASSAULT - SIMPLE,C6,,0,2023-01-05 13:17:00+00,2023,1,Thursday ,13,,SEAPORT BLVD,42.35073705616422,-71.04348491821996,"(42.35073705616422, -71.04348491821996)"
1104,232001262,801,,ASSAULT - SIMPLE,D4,,0,2023-01-05 19:03:00+00,2023,1,Thursday ,19,,SHAWMUT AVE,42.34319406285148,-71.06880586827576,"(42.34319406285148, -71.06880586827576)"
1114,232015396,724,,AUTO THEFT,B2,,0,2023-02-24 12:00:00+00,2023,2,Friday   ,12,,WYOMING ST,42.315084740098136,-71.08508873516854,"(42.315084740098136, -71.08508873516854)"
1129,232006537,801,,ASSAULT - SIMPLE,D4,171,0,2023-01-25 14:35:00+00,2023,1,Wednesday,14,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON, MA 02118
UNI",42.333551566735125,-71.07351248605083,"(42.333551566735125, -71.07351248605083)"
1143,232006625,301,,ROBBERY,D14,812,0,2023-01-25 20:15:00+00,2023,1,Wednesday,20,,N HARVARD ST,42.36402939414228,-71.12863399451098,"(42.36402939414228, -71.12863399451098)"
1145,232006424,801,,ASSAULT - SIMPLE,A1,111,0,2023-01-25 00:00:00+00,2023,1,Wednesday,0,,BOYLSTON STREET,,,
1148,232006614,801,,ASSAULT - SIMPLE,B3,,0,2023-01-25 19:23:00+00,2023,1,Wednesday,19,,LORNE ST,42.293527201937465,-71.09037849327676,"(42.293527201937465, -71.09037849327676)"
1159,242050422,724,,AUTO THEFT,C11,355,0,2024-06-20 00:00:00+00,2024,6,Thursday ,0,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
1172,242022073,801,,ASSAULT - SIMPLE,D4,143,0,2024-03-18 15:17:00+00,2024,3,Monday   ,15,,EXETER ST,42.34909776317773,-71.07929669428343,"(42.349097763177724, -71.07929669428343)"
1175,232030456,423,,ASSAULT - AGGRAVATED,A1,94,0,2023-04-20 04:00:00+00,2023,4,Thursday ,4,,COMMERCIAL ST,42.35952672758591,-71.05358882551216,"(42.35952672758591, -71.05358882551216)"
1186,232006569,801,,ASSAULT - SIMPLE,B2,,0,2023-01-25 15:02:00+00,2023,1,Wednesday,15,,FOREST ST,42.32681837769458,-71.07779168086103,"(42.32681837769458, -71.07779168086103)"
1189,232006503,301,,ROBBERY,A1,,0,2023-01-25 11:47:00+00,2023,1,Wednesday,11,,SALEM ST,42.36308431931192,-71.0561984588588,"(42.363084319311916, -71.0561984588588)"
1224,242022021,801,,ASSAULT - SIMPLE,A1,109,0,2024-03-18 07:30:00+00,2024,3,Monday   ,7,,HIGH ST,42.35661765152872,-71.05193906447815,"(42.35661765152872, -71.05193906447815)"
1226,242022199,801,,ASSAULT - SIMPLE,C6,213,0,2024-03-17 14:51:00+00,2024,3,Sunday   ,14,,W BROADWAY,42.337313888011295,-71.04852374058441,"(42.337313888011295, -71.04852374058441)"
1233,232001723,423,,ASSAULT - AGGRAVATED,A1,,0,2023-01-07 16:21:00+00,2023,1,Saturday ,16,,SUMMER ST,42.35426199185304,-71.05883379756219,"(42.354261991853036, -71.05883379756219)"
1244,242021952,801,,ASSAULT - SIMPLE,C6,178,0,2024-03-18 08:49:00+00,2024,3,Monday   ,8,,MASSACHUSETTS AVE,42.32856354741264,-71.06835396691433,"(42.328563547412635, -71.06835396691433)"
1249,242021612,801,,ASSAULT - SIMPLE,A7,23,0,2024-03-17 02:08:00+00,2024,3,Sunday   ,2,,BENNINGTON ST,42.3754693221924,-71.03730257165637,"(42.375469322192394, -71.03730257165637)"
1268,232054550,801,,ASSAULT - SIMPLE,E13,583,0,2023-07-11 12:24:00+00,2023,7,Tuesday  ,12,,WALDEN ST,42.32560971528953,-71.10450018622696,"(42.32560971528953, -71.10450018622696)"
1270,232056662,724,,AUTO THEFT,C11,355,0,2023-07-17 22:30:00+00,2023,7,Monday   ,22,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
1307,242022026,423,,ASSAULT - AGGRAVATED,D4,624,0,2024-03-18 12:42:00+00,2024,3,Monday   ,12,,BOYLSTON ST,42.34489550851601,-71.09659241674785,"(42.34489550851601, -71.09659241674785)"
1318,232001825,801,,ASSAULT - SIMPLE,C6,,0,2023-01-08 01:20:00+00,2023,1,Sunday   ,1,,MARINA PARK DR,42.35300196839949,-71.04502313135512,"(42.35300196839949, -71.04502313135512)"
1322,232001852,801,,ASSAULT - SIMPLE,A1,116,0,2023-01-08 03:23:00+00,2023,1,Sunday   ,3,,HARRISON AVE,42.35072769277794,-71.06147660895371,"(42.35072769277794, -71.06147660895371)"
1329,232001818,724,,AUTO THEFT,B3,429,0,2023-01-08 00:05:00+00,2023,1,Sunday   ,0,,THEODORE ST,42.28406941353607,-71.08824988085483,"(42.28406941353607, -71.08824988085483)"
1348,232006413,801,,ASSAULT - SIMPLE,C6,,0,2023-01-25 05:53:00+00,2023,1,Wednesday,5,,MASSACHUSETTS AVE,42.33152102171209,-71.07085359964749,"(42.33152102171209, -71.07085359964749)"
1356,232098168,801,,ASSAULT - SIMPLE,A1,61,0,2023-12-02 22:07:00+00,2023,12,Saturday ,22,,LEGENDS WAY,42.36643498675068,-71.06135455979765,"(42.366434986750676, -71.06135455979765)"
1358,242068624,801,,ASSAULT - SIMPLE,D14,938,0,2024-08-13 23:21:00+00,2024,8,Tuesday  ,23,,JETTE CT,42.346827131710505,-71.14319152679462,"(42.346827131710505, -71.14319152679462)"
1387,232019843,801,,ASSAULT - SIMPLE,B2,,0,2023-03-15 13:59:00+00,2023,3,Wednesday,13,,DUDLEY ST,,,
1390,242022783,301,,ROBBERY,A1,77,0,2024-03-18 23:20:00+00,2024,3,Monday   ,23,,SUDBURY ST,,,
1414,242050243,423,,ASSAULT - AGGRAVATED,A7,26,0,2024-06-19 11:47:00+00,2024,6,Wednesday,11,,BORDER ST,42.372504679907976,-71.04157926354807,"(42.372504679907976, -71.04157926354807)"
1436,242050543,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,167,0,2024-06-20 12:10:00+00,2024,6,Thursday ,12,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
1440,242050477,423,,ASSAULT - AGGRAVATED,D14,778,0,2024-06-18 15:00:00+00,2024,6,Tuesday  ,15,,WASHINGTON ST,42.34905564195639,-71.1504991731562,"(42.34905564195639, -71.1504991731562)"
1450,242021823,801,,ASSAULT - SIMPLE,D4,138,0,2024-03-17 17:48:00+00,2024,3,Sunday   ,17,,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
1455,242050654,724,,AUTO THEFT,C11,355,0,2024-06-20 15:40:00+00,2024,6,Thursday ,15,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
1478,242059845,724,,AUTO THEFT,D4,167,0,2024-07-19 19:38:00+00,2024,7,Friday   ,19,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
1479,242059783,801,,ASSAULT - SIMPLE,B2,291,0,2024-07-19 17:40:00+00,2024,7,Friday   ,17,,JOHN ELIOT SQ,42.33001274421285,-71.09117921631918,"(42.330012744212844, -71.09117921631918)"
1493,232043720,801,,ASSAULT - SIMPLE,C6,205,0,2023-06-03 23:53:00+00,2023,6,Saturday ,23,,MELCHER ST,42.349415641413565,-71.04996532753847,"(42.349415641413565, -71.04996532753847)"
1500,232043593,724,,AUTO THEFT,B2,330,0,2023-06-02 23:00:00+00,2023,6,Friday   ,23,,"COLUMBIA RD & SEAVER ST
DORCHESTER, MA 02121
UNITE",42.3041275875569,-71.08233064770157,"(42.3041275875569, -71.08233064770157)"
1514,232064673,423,,ASSAULT - AGGRAVATED,E5,,1,2023-08-13 21:47:00+00,2023,8,Sunday   ,21,,BROOKWAY RD,42.29255578453303,-71.11974298117391,"(42.29255578453303, -71.11974298117391)"
1523,232064605,801,,ASSAULT - SIMPLE,A1,74,0,2023-08-13 17:20:00+00,2023,8,Sunday   ,17,,STANIFORD ST,42.361740540869306,-71.06376607419894,"(42.361740540869306, -71.06376607419894)"
1529,232040376,801,,ASSAULT - SIMPLE,C6,186,0,2023-05-23 17:43:00+00,2023,5,Tuesday  ,17,,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
1531,242060163,801,,ASSAULT - SIMPLE,C11,350,0,2024-07-20 22:40:00+00,2024,7,Saturday ,22,,DORCHESTER AVE,42.30340124465441,-71.05937686711925,"(42.30340124465441, -71.05937686711925)"
1533,242059948,801,,ASSAULT - SIMPLE,A1,111,0,2024-07-20 09:08:00+00,2024,7,Saturday ,9,,BOYLSTON ST,42.35231142441357,-71.06370557218405,"(42.35231142441357, -71.06370557218405)"
1544,242059200,801,,ASSAULT - SIMPLE,C11,355,0,2024-07-14 01:00:00+00,2024,7,Sunday   ,1,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
1556,242060951,801,,ASSAULT - SIMPLE,D4,156,0,2024-07-23 11:22:00+00,2024,7,Tuesday  ,11,,TREMONT ST,42.33945294274144,-71.07992537208342,"(42.33945294274144, -71.07992537208342)"
1597,242022904,423,,ASSAULT - AGGRAVATED,A1,87,0,2024-03-21 07:00:00+00,2024,3,Thursday ,7,,COMMERCIAL ST,42.365790268803536,-71.0511622645513,"(42.365790268803536, -71.0511622645513)"
1602,242023154,724,,AUTO THEFT,C6,200,0,2024-03-21 19:15:00+00,2024,3,Thursday ,19,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
1609,242022683,801,,ASSAULT - SIMPLE,B2,259,0,2024-03-20 12:45:00+00,2024,3,Wednesday,12,,ALEXANDER ST,42.3169419738051,-71.06991269145698,"(42.3169419738051, -71.06991269145698)"
1622,242022385,423,,ASSAULT - AGGRAVATED,D14,784,0,2024-03-18 20:00:00+00,2024,3,Monday   ,20,,WARREN ST,42.34988538006832,-71.1452303701312,"(42.34988538006832, -71.1452303701312)"
1636,232038858,724,,AUTO THEFT,A1,77,0,2023-05-18 14:00:00+00,2023,5,Thursday ,14,,NEW SUDBURY ST,42.3618380883142,-71.05976533206233,"(42.3618380883142, -71.05976533206233)"
1640,232038815,801,,ASSAULT - SIMPLE,C11,,0,2023-05-18 14:08:00+00,2023,5,Thursday ,14,,COLUMBIA RD,42.31959251226348,-71.06260753813085,"(42.31959251226348, -71.06260753813085)"
1647,232056802,801,,ASSAULT - SIMPLE,C11,,0,2023-07-18 18:39:00+00,2023,7,Tuesday  ,18,,STANLEY ST,42.30942538505181,-71.06956607044003,"(42.30942538505181, -71.06956607044003)"
1649,232041325,801,,ASSAULT - SIMPLE,A1,119,0,2023-05-26 19:07:00+00,2023,5,Friday   ,19,,TREMONT ST,42.355406901800336,-71.06312478853518,"(42.355406901800336, -71.06312478853518)"
1653,232041473,801,,ASSAULT - SIMPLE,B2,,0,2023-05-27 11:43:00+00,2023,5,Saturday ,11,,TREMONT ST,42.33380641504081,-71.10377903286623,"(42.33380641504081, -71.10377903286623)"
1658,232041560,801,,ASSAULT - SIMPLE,D14,755,0,2023-05-27 16:30:00+00,2023,5,Saturday ,16,,TREMONT ST,42.3516875431372,-71.17409975748625,"(42.3516875431372, -71.17409975748625)"
1702,232041553,301,,ROBBERY,E13,574,0,2023-05-27 15:33:00+00,2023,5,Saturday ,15,,"CORNWALL ST & MARMION ST
JAMAICA PLAIN, MA 02130
U",42.31193258487356,-71.10381659859583,"(42.31193258487356, -71.10381659859583)"
1732,232064711,801,,ASSAULT - SIMPLE,A7,,0,2023-08-14 01:56:00+00,2023,8,Monday   ,1,,"TRENTON ST & BROOKS ST
EAST BOSTON, MA 02128
UNITE",42.37928246177208,-71.03536338905066,"(42.37928246177208, -71.03536338905066)"
1733,232064710,801,,ASSAULT - SIMPLE,C6,,0,2023-08-14 01:54:00+00,2023,8,Monday   ,1,,MASSACHUSETTS AVE,42.32198609304826,-71.06280719444834,"(42.32198609304826, -71.06280719444834)"
1742,232064336,801,,ASSAULT - SIMPLE,C11,,0,2023-08-12 21:58:00+00,2023,8,Saturday ,21,,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
1751,232056602,724,,AUTO THEFT,E18,520,0,2023-07-17 21:00:00+00,2023,7,Monday   ,21,,HYDE PARK AVE,42.256215542554976,-71.12402029533455,"(42.256215542554976, -71.12402029533455)"
1762,242059887,801,,ASSAULT - SIMPLE,A1,122,0,2024-07-20 01:38:00+00,2024,7,Saturday ,1,,TREMONT ST,42.349428171490224,-71.06536689336696,"(42.349428171490224, -71.06536689336696)"
1785,242059782,801,,ASSAULT - SIMPLE,D4,167,0,2024-07-19 17:51:00+00,2024,7,Friday   ,17,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
1803,242059099,801,,ASSAULT - SIMPLE,D4,179,0,2024-07-18 09:41:00+00,2024,7,Thursday ,9,,"ALBANY ST & NORTHAMPTON ST
ROXBURY, MA 02119
UNITE",42.33284851001465,-71.07440651966466,"(42.33284851001465, -71.07440651966466)"
1805,242059998,724,,AUTO THEFT,D4,167,0,2024-07-19 21:30:00+00,2024,7,Friday   ,21,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
1824,242059635,423,,ASSAULT - AGGRAVATED,D4,149,0,2024-07-19 03:30:00+00,2024,7,Friday   ,3,,COLUMBUS AVE,42.34456954628813,-71.07686251931383,"(42.34456954628813, -71.07686251931383)"
1826,242059680,423,,ASSAULT - AGGRAVATED,A1,119,0,2024-07-19 13:01:00+00,2024,7,Friday   ,13,,TREMONT ST,42.35637483072652,-71.06213558826234,"(42.35637483072652, -71.06213558826234)"
1849,242059864,423,,ASSAULT - AGGRAVATED,A1,112,0,2024-07-19 22:51:00+00,2024,7,Friday   ,22,,"WASHINGTON ST & WINTER ST
BOSTON, MA 02111
UNITED ",42.355449527891714,-71.06050045507574,"(42.355449527891714, -71.06050045507574)"
1858,242059968,423,,ASSAULT - AGGRAVATED,D4,167,0,2024-07-19 16:00:00+00,2024,7,Friday   ,16,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
1868,232056864,724,,AUTO THEFT,B3,465,0,2023-07-18 13:20:00+00,2023,7,Tuesday  ,13,,BLUE HILL AVENUE,,,
1885,242059177,801,,ASSAULT - SIMPLE,D14,797,0,2024-06-27 13:26:00+00,2024,6,Thursday ,13,,COMMONWEALTH AVE,42.351705315010456,-71.11990015383687,"(42.351705315010456, -71.11990015383687)"
1890,242059115,301,,ROBBERY,C6,178,0,2024-07-18 10:21:00+00,2024,7,Thursday ,10,,MASSACHUSETTS AVE,42.33152102171209,-71.07085359964749,"(42.33152102171209, -71.07085359964749)"
1891,242059551,801,,ASSAULT - SIMPLE,B3,463,0,2024-07-18 21:29:00+00,2024,7,Thursday ,21,,FRANKLIN HILL AVE,42.294909106694384,-71.09019314415042,"(42.294909106694384, -71.09019314415042)"
1897,242060008,423,,ASSAULT - AGGRAVATED,E18,503,0,2024-07-20 13:20:00+00,2024,7,Saturday ,13,,AMERICAN LEGION HIGHWAY,,,
1904,232006484,423,,ASSAULT - AGGRAVATED,A7,,0,2023-01-25 11:46:00+00,2023,1,Wednesday,11,,MORRIS ST,42.37546330578849,-71.03320853636147,"(42.37546330578849, -71.03320853636147)"
1927,242059683,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,458,0,2024-07-19 11:30:00+00,2024,7,Friday   ,11,,ELLINGTON STREET,,,
1933,242060425,423,,ASSAULT - AGGRAVATED,A7,6,0,2024-07-21 22:33:00+00,2024,7,Sunday   ,22,,BARNES AVE,42.38608292516529,-71.00549926288116,"(42.38608292516529, -71.00549926288116)"
1949,232075121,423,,ASSAULT - AGGRAVATED,C11,461,1,2023-09-17 03:29:00+00,2023,9,Sunday   ,3,,GENEVA AVE,42.30461205425146,-71.0729662630306,"(42.30461205425146, -71.0729662630306)"
1960,232037563,801,,ASSAULT - SIMPLE,A7,,0,2023-05-14 14:10:00+00,2023,5,Sunday   ,14,,PORTER ST,42.37219552086109,-71.03433541564904,"(42.372195520861084, -71.03433541564904)"
1967,232037572,724,,AUTO THEFT,C11,355,0,2023-05-14 02:30:00+00,2023,5,Sunday   ,2,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
1972,232006656,301,,ROBBERY,A1,,0,2023-01-25 22:55:00+00,2023,1,Wednesday,22,,WASHINGTON ST,42.35174234785692,-71.06275987077444,"(42.35174234785692, -71.06275987077444)"
1973,232000704,801,,ASSAULT - SIMPLE,A1,67,0,2023-01-03 19:19:00+00,2023,1,Tuesday  ,19,,"CAMBRIDGE ST & GARDEN ST
BOSTON, MA 02114
UNITED S",42.36111052320333,-71.06694545901377,"(42.36111052320333, -71.06694545901377)"
1979,232000725,724,,AUTO THEFT,D14,778,0,2023-01-03 18:00:00+00,2023,1,Tuesday  ,18,,WASHINGTON ST,42.34905564195639,-71.1504991731562,"(42.34905564195639, -71.1504991731562)"
1988,232045839,801,,ASSAULT - SIMPLE,E5,691,0,2023-05-25 11:00:00+00,2023,5,Thursday ,11,,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
1994,232064497,724,,AUTO THEFT,A7,,0,2023-08-13 07:06:00+00,2023,8,Sunday   ,7,,E EAGLE ST,42.38132453142911,-71.02804042233107,"(42.38132453142911, -71.02804042233107)"
1996,232064600,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,A1,,0,2023-08-13 16:00:00+00,2023,8,Sunday   ,16,,SUDBURY ST,,,
2015,232064610,301,,ROBBERY,B2,,0,2023-08-13 18:16:00+00,2023,8,Sunday   ,18,,WARREN ST,42.310111086569584,-71.08299051140473,"(42.310111086569584, -71.08299051140473)"
2025,232011615,423,,ASSAULT - AGGRAVATED,A1,111,0,2023-02-12 17:37:00+00,2023,2,Sunday   ,17,,TREMONT ST,42.355406901800336,-71.06312478853518,"(42.355406901800336, -71.06312478853518)"
2028,232011571,801,,ASSAULT - SIMPLE,A1,,0,2023-02-12 15:20:00+00,2023,2,Sunday   ,15,,BOWDOIN ST,42.360381251042064,-71.06285813613529,"(42.360381251042064, -71.06285813613529)"
2034,232011608,801,,ASSAULT - SIMPLE,A1,105,0,2023-02-12 17:30:00+00,2023,2,Sunday   ,17,,SUMMER STREET,,,
2035,232011649,801,,ASSAULT - SIMPLE,E18,,0,2023-02-12 22:47:00+00,2023,2,Sunday   ,22,,HYDE PARK AVE,42.27930608805183,-71.11909886343791,"(42.27930608805183, -71.11909886343791)"
2039,242105901,801,,ASSAULT - SIMPLE,C11,255,0,2024-12-16 16:24:00+00,2024,12,Monday   ,16,,ROACH ST,,,
2041,232045544,301,,ROBBERY,B2,,0,2023-06-10 09:45:00+00,2023,6,Saturday ,9,,WARREN ST,42.316966055161714,-71.08254116899847,"(42.316966055161714, -71.08254116899847)"
2043,232011474,801,,ASSAULT - SIMPLE,A1,,0,2023-02-12 07:28:00+00,2023,2,Sunday   ,7,,STUART ST,42.35064391779997,-71.06811631995143,"(42.35064391779997, -71.06811631995143)"
2051,232011611,801,,ASSAULT - SIMPLE,A7,16,0,2023-02-12 06:30:00+00,2023,2,Sunday   ,6,,E EAGLE ST,42.38132453142911,-71.02804042233107,"(42.38132453142911, -71.02804042233107)"
2066,242105828,301,,ROBBERY,B3,441,0,2024-12-16 13:00:00+00,2024,12,Monday   ,13,,KINGSDALE ST,,,
2076,232045744,801,,ASSAULT - SIMPLE,D14,,0,2023-06-11 01:40:00+00,2023,6,Sunday   ,1,,WASHINGTON ST,42.34644266243215,-71.14698020849444,"(42.34644266243215, -71.14698020849444)"
2101,232045851,801,,ASSAULT - SIMPLE,D4,,0,2023-06-11 15:02:00+00,2023,6,Sunday   ,15,,SHAWMUT AVE,42.33701169123478,-71.07853851118877,"(42.33701169123478, -71.07853851118877)"
2103,232045780,724,,AUTO THEFT,D14,778,0,2023-06-09 15:00:00+00,2023,6,Friday   ,15,,WASHINGTON ST,42.34905564195639,-71.1504991731562,"(42.34905564195639, -71.1504991731562)"
